Report_Data_Extracted,PHU_Num,PHU,LTC_Home,LTCH_Num,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2021-01-26,3895,Toronto,Fountain View Care Community,2836,East York,158,13,15,7
2021-01-26,2230,Durham,The Village of Taunton Mills,2902,Whitby,120,6,0,0
2021-01-26,2251,Ottawa,The Salvation Army Ottawa Grace Manor,2873,Ottawa,128,0,0,<5
2021-01-26,2230,Durham,Thorntonview,2534,Oshawa,154,0,24,<5
2021-01-26,2246,Niagara,The Henley House,2909,St. Catharines,160,0,0,<5
2021-01-26,2244,Middlesex-London,The Village of Glendale Crossing,2979,London,192,0,0,<5
2021-01-26,2230,Durham,Fairview Lodge,M522,Whitby,198,0,0,<5
2021-01-26,2270,York Region,Markhaven,2924,Markham,96,0,17,<5
2021-01-26,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,<5,48,<5
2021-01-26,2260,Simcoe-Muskoka,Grove Park Home For Senior Citizens,2950,Barrie,143,0,0,<5
2021-01-26,2246,Niagara,Shalom Manor Long Term Care Home,3009,Grimsby,144,0,0,<5
2021-01-26,2230,Durham,ReachView Village,2635,Uxbridge,100,0,17,<5
2021-01-26,2235,Haliburton Kawartha Pr,Fenelon Court,2850,Fenelon Falls,67,0,0,<5
2021-01-26,2270,York Region,Chartwell Aurora Long Term Care Residence,2630,Aurora,235,0,11,0
2021-01-26,2230,Durham,Glen Hill Strathaven,2605,Bowmanville,210,<5,0,<5
2021-01-26,2266,Wellington-Dufferin-Guelph,Avalon Retirement Centre,2715,Orangeville,137,0,0,<5
2021-01-26,2244,Middlesex-London,Strathmere Lodge,M627,Strathroy,160,0,0,<5
2021-01-26,5183,Huron Perth,Spruce Lodge Home for the Aged,M575,Stratford,128,0,0,<5
2021-01-26,2230,Durham,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,172,0,0,<5
2021-01-26,4913,South West,Terrace Lodge,M583,Aylmer,100,0,0,<5
2021-01-26,2255,Peterborough,Riverview Manor Nursing Home,2722,Peterborough,124,0,0,<5
2021-01-26,2244,Middlesex-London,Extendicare London,2173,London,170,<5,0,<5
2021-01-26,2230,Durham,Fosterbrooke,2625,Newcastle,88,0,0,<5
2021-01-26,2258,Eastern Ontario,Woodland Villa,2743,Long Sault,111,0,0,<5
2021-01-26,2270,York Region,York Region Newmarket Health Centre,M534,Newmarket,132,<5,<5,<5
2021-01-26,2238,Hastings Prince Edward,Hastings Manor Home for the Aged,M538,Belleville,253,0,<5,<5
2021-01-26,2237,Hamilton,Extendicare Hamilton,2858,Hamilton,160,0,0,<5
2021-01-26,4913,South West,Extendicare Port Stanley,2669,Port Stanley,60,0,0,<5
2021-01-26,2268,Windsor-Essex,Leamington Mennonite Home Long Term Care Residence,3035,Leamington,84,0,0,<5
2021-01-26,2270,York Region,Mariann Home,2619,Richmond Hill,64,0,0,<5
2021-01-26,2270,York Region,River Glen Haven Nursing Home,1021,Sutton West,119,0,36,<5
2021-01-26,4913,South West,peopleCare Tavistock,2614,Tavistock,100,6,<5,<5
2021-01-26,5183,Huron Perth,Greenwood Court,3023,Stratford,45,0,<5,<5
2021-01-26,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,0,11,<5
2021-01-26,4913,South West,Woodingford Lodge - Woodstock,M632,Woodstock,160,0,0,<5
2021-01-26,2268,Windsor-Essex,Extendicare Tecumseh,2904,Tecumseh,128,17,11,8
2021-01-26,4913,South West,Maple Manor Nursing Home,1049,Tillsonburg,107,49,17,6
2021-01-26,2236,Halton,Chartwell Brant Centre Long Term Care Residence,2900,Burlington,175,<5,<5,<5
2021-01-26,2265,Waterloo,Forest Heights,2707,Kitchener,240,0,51,0
2021-01-26,2258,Eastern Ontario,Glen-Stor-Dun Lodge,M529,Cornwall,132,0,<5,<5
2021-01-26,3895,Toronto,Elm Grove Living Centre,2515,Toronto,126,<5,18,<5
2021-01-26,2234,Haldimand-Norfolk,Edgewater Gardens Long Term Care Centre,2963,Dunnville,64,0,0,<5
2021-01-26,2268,Windsor-Essex,The Village of Aspen Lake,3037,Windsor,192,11,9,10
2021-01-26,2261,Sudbury,Extendicare Falconbridge,2590,Sudbury,234,0,0,<5
2021-01-26,2235,Haliburton Kawartha Pr,Warkworth Place,2803,Warkworth,60,0,<5,<5
2021-01-26,2253,Peel,Camilla Care Community,2472,Mississauga,236,0,68,<5
2021-01-26,3895,Toronto,Dom Lipa,2794,Etobicoke,66,0,0,<5
2021-01-26,2251,Ottawa,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,450,0,13,<5
2021-01-26,2270,York Region,Parkview Home Long-Term Care,2968,Stouffville,128,0,<5,<5
2021-01-26,3895,Toronto,Ivan Franko Home (Etobicoke),2995,Toronto,85,8,0,9
2021-01-26,2270,York Region,York Region Maple Health Centre,M605,Maple,100,0,<5,10
2021-01-26,3895,Toronto,Bendale Acres,M504,Scarborough,302,0,<5,9
2021-01-26,2235,Haliburton Kawartha Pr,Golden Plough Lodge,M531,Cobourg,151,0,0,<5
2021-01-26,2260,Simcoe-Muskoka,Simcoe Manor Home for the Aged,M573,Beeton,126,0,10,0
2021-01-26,2230,Durham,Hillsdale Estates,M539,Oshawa,300,0,0,<5
2021-01-26,2270,York Region,Mackenzie Health Long Term Care Facility,2825,Richmond Hill,168,<5,0,<5
2021-01-26,2270,York Region,Sherwood Court Long Term Care Centre,2894,Maple,96,0,0,<5
2021-01-26,2238,Hastings Prince Edward,Crown Ridge Place,2787,Trenton,122,0,0,<5
2021-01-26,2246,Niagara,"Albright Gardens Homes, Incorporated",2983,Beamsville,231,<5,0,<5
2021-01-26,2253,Peel,The Village of Sandalwood Park,2859,Brampton,120,0,0,<5
2021-01-26,2234,Haldimand-Norfolk,The Norfolk Hospital Nursing Home,2621,Simcoe,80,0,0,<5
2021-01-26,3895,Toronto,Shepherd Lodge,2782,Toronto,252,0,10,<5
2021-01-26,2270,York Region,Southlake Residential Care Village,2955,Newmarket,224,6,0,9
2021-01-26,2265,Waterloo,Golden Years Nursing Home,1033,Cambridge,88,0,<5,<5
2021-01-26,2246,Niagara,United Mennonite Home,2951,Vineland,128,0,0,<5
2021-01-26,2260,Simcoe-Muskoka,IOOF Seniors Home,2993,Barrie,182,0,0,<5
2021-01-26,2270,York Region,Chartwell Woodhaven Long Term Care Residence,2888,Markham,192,<5,13,<5
2021-01-26,2255,Peterborough,Centennial Place Long-Term Care Home,2903,Millbrook,128,<5,0,<5
2021-01-26,2260,Simcoe-Muskoka,Trillium Manor Home for the Aged,M585,Orillia,122,<5,<5,<5
2021-01-26,3895,Toronto,The Wexford,3021,Scarborough,166,0,8,<5
2021-01-26,2268,Windsor-Essex,Huron Lodge Long Term Care Home,M631,Windsor,224,<5,9,0
2021-01-26,2244,Middlesex-London,Middlesex Terrace,1030,Delaware,105,11,14,28
2021-01-26,2261,Sudbury,Elizabeth Centre,2868,Val Caron,128,0,0,0
2021-01-26,2246,Niagara,Extendicare St. Catharines,2321,St. Catharines,153,47,38,11
2021-01-26,2258,Eastern Ontario,Pinecrest (Plantagenet),2797,Plantagenet,60,0,11,<5
2021-01-26,2237,Hamilton,Shalom Village Nursing Home,2775,Hamilton,127,<5,17,5
2021-01-26,2234,Haldimand-Norfolk,Cedarwood Village,2768,Simcoe,90,0,0,<5
2021-01-26,2234,Haldimand-Norfolk,Dover Cliffs,1056,Port Dover,70,0,0,<5
2021-01-26,2258,Eastern Ontario,Lancaster Long Term Care Residence,2680,Lancaster,60,<5,11,<5
2021-01-26,2234,Haldimand-Norfolk,Grandview Lodge / Dunnville,M532,Dunnville,128,0,0,<5
2021-01-26,2237,Hamilton,Ridgeview,2849,Stoney Creek,120,0,0,<5
2021-01-26,2251,Ottawa,Extendicare New Orchard Lodge,2302,Ottawa,111,0,0,<5
2021-01-26,2246,Niagara,Niagara Long Term Care Residence,2618,Niagara-On-The-Lake,124,56,5,14
2021-01-26,2246,Niagara,Oakwood Park Lodge,2661,Niagara Falls,153,0,32,<5
2021-01-26,2236,Halton,Extendicare Halton Hills,2892,Georgetown,130,12,23,<5
2021-01-26,2246,Niagara,Douglas H. Rapelje Lodge,M604,Welland,120,13,6,8
2021-01-26,2266,Wellington-Dufferin-Guelph,Caressant Care Arthur Nursing Home,2748,Arthur,80,24,8,22
2021-01-26,2268,Windsor-Essex,Regency Park Long Term Care Home,2760,Windsor,72,12,<5,8
2021-01-26,2246,Niagara,Pleasant Manor Retirement Village,2799,Virgil,41,<5,<5,<5
2021-01-26,3895,Toronto,St. George Care Community,2594,Toronto,238,<5,19,<5
2021-01-26,2253,Peel,Peel Manor,M562,Brampton,177,5,5,6
2021-01-26,2265,Waterloo,Columbia Forest,2856,Waterloo,156,<5,0,<5
2021-01-26,2240,Chatham-Kent,Meadow Park Nursing Home (Chatham),2685,Chatham,99,0,0,<5
2021-01-26,3895,Toronto,Hellenic Home - Scarborough,2941,Scarborough,128,<5,21,<5
2021-01-26,2246,Niagara,Millennium Trail Manor,2948,Niagara Falls,160,5,23,<5
2021-01-26,2246,Niagara,R. H. Lawson Eventide Home,2991,Niagara Falls,101,<5,0,<5
2021-01-26,2253,Peel,Tullamore Care Community,963,Brampton,159,50,6,22
2021-01-26,2253,Peel,King Nursing Home,901,Bolton,86,0,5,<5
2021-01-26,2266,Wellington-Dufferin-Guelph,Shelburne Long Term Care Home,2762,Shelburne,60,0,18,<5
2021-01-26,2246,Niagara,Heidehof Long Term Care Home,2960,St. Catharines,106,18,5,9
2021-01-26,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,0,21,<5
2021-01-26,3895,Toronto,Midland Gardens Care Community,2789,Scarborough,299,<5,42,7
2021-01-26,3895,Toronto,Westside,2663,Etobicoke,242,0,50,<5
2021-01-26,2251,Ottawa,St. Patrick's Home,3015,Ottawa,288,0,<5,<5
2021-01-26,2265,Waterloo,Stirling Heights,2863,Cambridge,110,0,0,0
2021-01-26,2253,Peel,Extendicare Brampton,2847,Brampton,150,0,<5,<5
2021-01-26,2268,Windsor-Essex,Sun Parlor Home for Senior Citizens,M579,Leamington,206,0,<5,<5
2021-01-26,2251,Ottawa,Villa Marconi,2818,Ottawa,128,<5,0,<5
2021-01-26,2253,Peel,Woodhall Park Care Community,2928,Brampton,147,0,11,<5
2021-01-26,2251,Ottawa,Montfort,2886,Ottawa,128,0,30,0
2021-01-26,3895,Toronto,Cummer Lodge,M512,North York,391,<5,<5,<5
2021-01-26,2251,Ottawa,Garry J. Armstrong Home,M622,Ottawa,180,0,0,<5
2021-01-26,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,2915,Guelph,192,25,<5,8
2021-01-26,3895,Toronto,Seniors' Health Centre,2744,North York,192,5,21,15
2021-01-26,2236,Halton,Allendale,M536,Milton,200,7,21,<5
2021-01-26,2246,Niagara,Bella Senior Care Residences,2890,Niagara Falls,160,<5,6,<5
2021-01-26,2251,Ottawa,Forest Hill,2834,Kanata,160,0,<5,<5
2021-01-26,2268,Windsor-Essex,Heron Terrace Long Term Care Community,2898,Windsor,140,<5,25,<5
2021-01-26,2235,Haliburton Kawartha Pr,Caressant Care Lindsay Nursing Home,2701,Lindsay,124,0,0,<5
2021-01-26,3895,Toronto,Cedarvale Terrace,2591,Toronto,218,44,<5,12
2021-01-26,2253,Peel,Extendicare Mississauga,2884,Mississauga,140,7,10,18
2021-01-26,2235,Haliburton Kawartha Pr,Caressant Care on McLaughlin Road,2916,Lindsay,96,22,<5,19
2021-01-26,3895,Toronto,Kennedy Lodge,2654,Scarborough,289,5,40,<5
2021-01-26,3895,Toronto,Fairview Nursing Home,2723,Toronto,108,<5,14,<5
2021-01-26,2270,York Region,Kristus Darzs Latvian Home,2997,Woodbridge,100,0,13,0
2021-01-26,2258,Eastern Ontario,Tsiionkwanonhsote,2800,Akwesasne,50,5,6,<5
2021-01-26,5183,Huron Perth,Seaforth Long Term Care Home,1135,Seaforth,63,27,0,6
2021-01-26,2268,Windsor-Essex,Tilbury Manor Nursing Home,1064,Tilbury,75,0,0,<5
2021-01-26,2251,Ottawa,Extendicare Laurier Manor,2665,Gloucester,242,0,26,<5
2021-01-26,2260,Simcoe-Muskoka,Bradford Valley Care Community,2905,Bradford,246,8,12,<5
2021-01-26,5183,Huron Perth,Caressant Care Listowel Nursing Home,2664,Listowel,52,16,11,12
2021-01-26,2253,Peel,Malton Village Long Term Care Centre,M618,Mississauga,160,0,<5,<5
2021-01-26,2256,Porcupine,Extendicare Kapuskasing,2610,Kapuskasing,61,28,<5,6
2021-01-26,4913,South West,Caressant Care on Bonnie Place,2730,St Thomas,116,<5,<5,0
2021-01-26,2270,York Region,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,160,0,26,<5
2021-01-26,2246,Niagara,Garden City Manor,2364,St. Catharines,200,9,20,13
2021-01-26,2265,Waterloo,Saint Luke's Place,3014,Cambridge,114,<5,0,<5
2021-01-26,2265,Waterloo,Chartwell Westmount Long Term Care Residence,2880,Kitchener,160,23,11,18
2021-01-26,3895,Toronto,Chartwell Gibson Long Term Care Residence,2556,North York,202,24,19,10
2021-01-26,2265,Waterloo,Derbecker's Heritage House,2134,St. Jacob's,72,<5,0,<5
2021-01-26,2246,Niagara,Northland Pointe,M610,Port Colborne,151,<5,0,0
2021-01-26,2230,Durham,Port Perry Place,2629,Port Perry,107,5,13,7
2021-01-26,3895,Toronto,Cheltenham Care Community,922,North York,170,31,<5,<5
2021-01-26,2270,York Region,The Willows Estate Nursing Home,2174,Aurora,84,13,10,9
2021-01-26,2246,Niagara,Crescent Park Lodge,2587,Fort Erie,68,16,6,19
2021-01-26,3895,Toronto,The O'Neill Centre,2631,Toronto,162,<5,0,<5
2021-01-26,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,M629,Fergus,176,0,0,<5
2021-01-26,3895,Toronto,Tony Stacey Centre for Veterans' Care,3001,Toronto,100,<5,16,11
2021-01-26,2244,Middlesex-London,Country Terrace,907,Komoka,120,0,25,5
2021-01-26,2258,Eastern Ontario,Maxville Manor,3000,Maxville,122,<5,0,<5
2021-01-26,3895,Toronto,The Jewish Home for the Aged,2824,North York,472,17,8,7
2021-01-26,2246,Niagara,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,128,<5,9,14
2021-01-26,2270,York Region,Langstaff Square Care Community,2907,Richmond Hill,160,<5,0,<5
2021-01-26,3895,Toronto,The Kensington Gardens,2852,Toronto,350,16,11,<5
2021-01-26,3895,Toronto,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,197,<5,10,11
2021-01-26,2246,Niagara,Tufford Nursing Home,2711,St. Catharines,64,0,10,<5
2021-01-26,2253,Peel,Vera M. Davis Community Care Centre,2734,Bolton,64,0,0,0
2021-01-26,2253,Peel,Burton Manor,2953,Brampton,128,0,19,0
2021-01-26,2251,Ottawa,Centre d'Accueil Champlain,M511,Vanier,160,0,<5,<5
2021-01-26,2230,Durham,Orchard Villa,2693,Pickering,233,0,70,<5
2021-01-26,3895,Toronto,Nisbet Lodge,3003,Toronto,103,0,9,0
2021-01-26,2258,Eastern Ontario,St. Jacques Nursing Home,2691,Embrun,60,0,0,<5
2021-01-26,2270,York Region,Mon Sheong Richmond Hill Long Term Care Centre,2897,Richmond Hill,192,<5,<5,<5
2021-01-26,2268,Windsor-Essex,The Village at St. Clair,3046,Windsor,256,24,49,27
2021-01-26,3895,Toronto,Lakeshore Lodge,M595,Etobicoke,150,9,14,10
2021-01-26,2260,Simcoe-Muskoka,Roberta Place,2839,Barrie,140,76,44,86
2021-01-26,2237,Hamilton,Blackadar Continuing Care Centre,2641,Dundas,80,<5,<5,0
2021-01-26,2262,Thunder Bay,Southbridge Roseview,2866,Thunder Bay,157,<5,23,<5
2021-01-26,2270,York Region,Villa Leonardo Gambin,2947,Woodbridge,168,7,25,<5
2021-01-26,2253,Peel,Streetsville Care Community,2648,Mississauga,118,0,15,<5
2021-01-26,2240,Chatham-Kent,Fairfield Park,2823,Wallaceburg,103,<5,0,5
2021-01-26,2253,Peel,Yee Hong Centre - Mississauga,2920,Mississauga,200,0,<5,<5
2021-01-26,3895,Toronto,Extendicare Bayview,2460,North York,205,<5,14,0
2021-01-26,3895,Toronto,Copernicus Lodge,2937,Toronto,228,9,15,10
2021-01-26,2251,Ottawa,Extendicare West End Villa,2709,Ottawa,242,0,18,<5
2021-01-26,2244,Middlesex-London,Chelsey Park,2655,London,247,5,7,5
2021-01-27,2246,Niagara,"Niagara Health System, Welland Hospital Site, Extended Care Unit",2607,St. Catharines,115,<5,0,0
2021-01-27,2253,Peel,Chartwell Wenleigh Long Term Care Residence,2833,Mississauga,161,0,0,<5
2021-01-27,2244,Middlesex-London,Mount Hope Centre for Long Term Care,3026,London,394,<5,5,8
2021-01-27,2251,Ottawa,The Salvation Army Ottawa Grace Manor,2873,Ottawa,128,0,0,<5
2021-01-27,3895,Toronto,Mon Sheong Scarborough Long Term Care Centre,2944,Scarborough,160,<5,0,5
2021-01-27,3895,Toronto,Deerwood Creek Care Community,2837,Etobicoke,160,0,0,7
2021-01-27,2253,Peel,Tyndall Nursing Home,2656,Mississauga,151,0,35,<5
2021-01-27,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,0,29,<5
2021-01-27,2237,Hamilton,Morriston Park Nursing Home,2727,Puslinch,28,0,0,<5
2021-01-27,2266,Wellington-Dufferin-Guelph,Caressant Care Harriston,2595,Harriston,89,0,0,0
2021-01-27,2263,Timiskaming,Extendicare Tri-Town,2615,Haileybury,60,0,0,<5
2021-01-27,2253,Peel,Villa Forum,2855,Mississauga,160,0,15,<5
2021-01-27,3895,Toronto,Castleview Wychwood Towers,M510,Toronto,456,0,<5,<5
2021-01-27,2265,Waterloo,St. Andrew's Terrace Long Term Care Community,2926,Cambridge,128,0,0,<5
2021-01-27,3895,Toronto,Chartwell Gibson Long Term Care Residence,2556,North York,202,24,19,10
2021-01-27,2251,Ottawa,Garden Terrace,2882,Kanata,160,0,0,<5
2021-01-27,2268,Windsor-Essex,Berkshire Care Centre,2541,Windsor,231,<5,16,<5
2021-01-27,2260,Simcoe-Muskoka,The Pines,M564,Bracebridge,160,0,0,<5
2021-01-27,2270,York Region,Elginwood,2869,Richmond Hill,124,0,0,<5
2021-01-27,2253,Peel,Grace Manor,2942,Brampton,120,0,12,<5
2021-01-27,2266,Wellington-Dufferin-Guelph,"St. Joseph's Health Centre, Guelph",3011,Guelph,240,0,0,<5
2021-01-27,2236,Halton,Burloak,2857,Burlington,144,0,0,<5
2021-01-27,3895,Toronto,Norfinch Care Community,2918,North York,160,<5,0,<5
2021-01-27,3895,Toronto,Ukrainian Canadian Care Centre,2809,Etobicoke,152,0,10,<5
2021-01-27,2230,Durham,Winbourne Park,2871,Ajax,110,0,<5,<5
2021-01-27,2258,Eastern Ontario,Sandfield Place,2778,Cornwall,53,0,0,<5
2021-01-27,2268,Windsor-Essex,Banwell Gardens Care Centre,2263,Tecumseh,142,7,22,<5
2021-01-27,2251,Ottawa,Élisabeth-Bruyère Residence,2759,Ottawa,71,0,15,<5
2021-01-27,2230,Durham,The Village of Taunton Mills,2902,Whitby,120,6,0,0
2021-01-27,4913,South West,Elgin Manor,M518,St. Thomas,90,0,0,<5
2021-01-27,2236,Halton,Billings Court Manor,2938,Burlington,160,0,<5,<5
2021-01-27,2237,Hamilton,Chartwell Willowgrove Long Term Care Residence,2921,Ancaster,169,0,19,<5
2021-01-27,2265,Waterloo,Derbecker's Heritage House,2134,St. Jacob's,72,<5,0,<5
2021-01-27,2260,Simcoe-Muskoka,Muskoka Shores Care Community,2819,Gravenhurst,207,0,0,<5
2021-01-27,2258,Eastern Ontario,Maxville Manor,3000,Maxville,122,<5,0,<5
2021-01-27,2246,Niagara,Tufford Nursing Home,2711,St. Catharines,64,0,10,<5
2021-01-27,2230,Durham,Port Perry Place,2629,Port Perry,107,5,13,7
2021-01-27,2251,Ottawa,Centre d'Accueil Champlain,M511,Vanier,160,0,<5,<5
2021-01-27,2246,Niagara,Northland Pointe,M610,Port Colborne,151,<5,0,0
2021-01-27,3895,Toronto,The Kensington Gardens,2852,Toronto,350,16,11,<5
2021-01-27,2246,Niagara,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,128,<5,9,14
2021-01-27,3895,Toronto,The Jewish Home for the Aged,2824,North York,472,17,8,7
2021-01-27,3895,Toronto,Tony Stacey Centre for Veterans' Care,3001,Toronto,100,<5,16,11
2021-01-27,3895,Toronto,Nisbet Lodge,3003,Toronto,103,0,9,0
2021-01-27,3895,Toronto,The O'Neill Centre,2631,Toronto,162,<5,0,<5
2021-01-27,3895,Toronto,Cheltenham Care Community,922,North York,170,31,<5,<5
2021-01-27,3895,Toronto,Extendicare Bayview,2460,North York,205,<5,14,0
2021-01-27,3895,Toronto,Chartwell Trilogy Long Term Care Residence,2899,Scarborough,197,<5,10,11
2021-01-27,3895,Toronto,Lakeshore Lodge,M595,Etobicoke,150,9,14,10
2021-01-27,3895,Toronto,Harold and Grace Baker Centre,2732,Toronto,120,8,16,9
2021-01-27,3895,Toronto,Tendercare Living Centre,2649,Scarborough,254,5,81,<5
2021-01-27,2270,York Region,Bloomington Cove Care Community,2697,Stouffville,113,0,0,<5
2021-01-27,2235,Haliburton Kawartha Pr,Hope Street Terrace,2639,Port Hope,97,<5,<5,8
2021-01-27,2253,Peel,Faith Manor Nursing Home,2745,Brampton,120,0,25,12
2021-01-27,2270,York Region,The Willows Estate Nursing Home,2174,Aurora,84,13,10,9
2021-01-27,2235,Haliburton Kawartha Pr,Caressant Care Lindsay Nursing Home,2701,Lindsay,124,0,0,<5
2021-01-27,3895,Toronto,Kipling Acres,M545,Etobicoke,337,0,16,0
2021-01-27,2270,York Region,Mon Sheong Richmond Hill Long Term Care Centre,2897,Richmond Hill,192,<5,<5,<5
2021-01-27,2266,Wellington-Dufferin-Guelph,Wellington Terrace Long-Term Care Home,M629,Fergus,176,0,0,<5
2021-01-27,2253,Peel,Burton Manor,2953,Brampton,128,0,19,0
2021-01-27,2270,York Region,Langstaff Square Care Community,2907,Richmond Hill,160,<5,0,<5
2021-01-27,2251,Ottawa,Extendicare West End Villa,2709,Ottawa,242,0,18,<5
2021-01-27,2244,Middlesex-London,Chelsey Park,2655,London,247,5,7,5
2021-01-27,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160,<5,0,<5
2021-01-27,2270,York Region,Chartwell Aurora Long Term Care Residence,2630,Aurora,235,0,11,0
2021-01-27,2253,Peel,The Village of Erin Meadows,2881,Mississauga,180,0,20,<5
2021-01-27,2270,York Region,Markhaven,2924,Markham,96,0,17,<5
2021-01-27,5183,Huron Perth,Spruce Lodge Home for the Aged,M575,Stratford,128,0,0,<5
2021-01-27,2260,Simcoe-Muskoka,Grove Park Home For Senior Citizens,2950,Barrie,143,0,0,<5
2021-01-27,2230,Durham,Thorntonview,2534,Oshawa,154,0,24,<5
2021-01-27,2244,Middlesex-London,The Village of Glendale Crossing,2979,London,192,0,0,<5
2021-01-27,2235,Haliburton Kawartha Pr,Fenelon Court,2850,Fenelon Falls,67,0,0,<5
2021-01-27,2246,Niagara,The Henley House,2909,St. Catharines,160,0,0,<5
2021-01-27,2234,Haldimand-Norfolk,Edgewater Gardens Long Term Care Centre,2963,Dunnville,64,0,0,<5
2021-01-27,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,<5,48,<5
2021-01-27,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,0,11,<5
2021-01-27,2235,Haliburton Kawartha Pr,Golden Plough Lodge,M531,Cobourg,151,0,0,<5
2021-01-27,2230,Durham,Hillsdale Estates,M539,Oshawa,300,0,0,<5
2021-01-27,2270,York Region,Mackenzie Health Long Term Care Facility,2825,Richmond Hill,168,<5,0,<5
2021-01-27,2230,Durham,ReachView Village,2635,Uxbridge,100,0,17,<5
2021-01-27,2230,Durham,Chartwell Wynfield Long Term Care Residence,2885,Oshawa,172,0,0,<5
2021-01-27,4913,South West,Terrace Lodge,M583,Aylmer,100,0,0,<5
2021-01-27,2255,Peterborough,Riverview Manor Nursing Home,2722,Peterborough,124,0,0,<5
2021-01-27,2244,Middlesex-London,Extendicare London,2173,London,170,<5,0,<5
2021-01-27,2230,Durham,Fosterbrooke,2625,Newcastle,88,0,0,<5
2021-01-27,2270,York Region,York Region Newmarket Health Centre,M534,Newmarket,132,<5,<5,<5
2021-01-27,2230,Durham,Fairview Lodge,M522,Whitby,198,0,0,<5
2021-01-27,2237,Hamilton,Extendicare Hamilton,2858,Hamilton,160,0,0,<5
2021-01-27,2255,Peterborough,Centennial Place Long-Term Care Home,2903,Millbrook,128,<5,0,<5
2021-01-27,2270,York Region,Mariann Home,2619,Richmond Hill,64,0,0,<5
2021-01-27,2270,York Region,River Glen Haven Nursing Home,1021,Sutton West,119,0,36,<5
2021-01-27,5183,Huron Perth,Greenwood Court,3023,Stratford,45,0,<5,<5
2021-01-27,2246,Niagara,Shalom Manor Long Term Care Home,3009,Grimsby,144,0,0,<5
2021-01-27,4913,South West,Extendicare Port Stanley,2669,Port Stanley,60,0,0,<5
2021-01-27,2238,Hastings Prince Edward,Hastings Manor Home for the Aged,M538,Belleville,253,0,<5,<5
2021-01-27,4913,South West,Woodingford Lodge - Woodstock,M632,Woodstock,160,0,0,<5
2021-01-27,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,8,15,5
2021-01-27,2253,Peel,Camilla Care Community,2472,Mississauga,236,0,68,<5
2021-01-27,2251,Ottawa,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,450,0,13,<5
2021-01-27,2265,Waterloo,Saint Luke's Place,3014,Cambridge,114,<5,0,5
2021-01-27,2236,Halton,Creek Way Village,M623,Burlington,144,<5,<5,0
2021-01-27,2270,York Region,Chartwell Woodhaven Long Term Care Residence,2888,Markham,192,<5,13,<5
2021-01-27,2270,York Region,Sherwood Court Long Term Care Centre,2894,Maple,96,0,0,<5
2021-01-27,2265,Waterloo,Parkwood Mennonite Home,2952,Waterloo,96,0,0,<5
2021-01-27,3895,Toronto,Elm Grove Living Centre,2515,Toronto,126,<5,18,<5
2021-01-27,2251,Ottawa,Extendicare Medex,2579,Ottawa,193,0,0,<5
2021-01-27,2244,Middlesex-London,peopleCare Oakcrossing London,2980,London,160,0,0,<5
2021-01-27,2265,Waterloo,Cambridge Country Manor,2651,Cambridge,79,0,16,<5
2021-01-27,2253,Peel,Cawthra Gardens,2912,Mississauga,192,0,0,<5
2021-01-27,3895,Toronto,Weston Terrace Care Community,2874,Toronto,224,<5,34,<5
2021-01-27,2270,York Region,Parkview Home Long-Term Care,2968,Stouffville,128,0,<5,<5
2021-01-27,2244,Middlesex-London,Strathmere Lodge,M627,Strathroy,160,0,0,<5
2021-01-27,2234,Haldimand-Norfolk,The Norfolk Hospital Nursing Home,2621,Simcoe,80,0,0,<5
2021-01-27,2270,York Region,Woodbridge Vista Care Community,2945,Woodbridge,224,0,31,<5
2021-01-27,3895,Toronto,Bendale Acres,M504,Scarborough,302,0,<5,9
2021-01-27,3895,Toronto,Shepherd Lodge,2782,Toronto,252,0,10,<5
2021-01-27,2270,York Region,Southlake Residential Care Village,2955,Newmarket,224,6,0,9
2021-01-27,2265,Waterloo,Golden Years Nursing Home,1033,Cambridge,88,0,<5,<5
2021-01-27,2246,Niagara,United Mennonite Home,2951,Vineland,128,0,0,<5
2021-01-27,2235,Haliburton Kawartha Pr,Warkworth Place,2803,Warkworth,60,0,<5,<5
2021-01-27,2261,Sudbury,Extendicare Falconbridge,2590,Sudbury,234,0,0,<5
2021-01-27,2270,York Region,York Region Maple Health Centre,M605,Maple,100,0,<5,10
