Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2020-06-05,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-05,2268,WINDSOR-ESSEX,3,10,22,2,44,0
2020-06-05,2270,YORK REGION,7,10,112,80,144,0
2020-06-05,3895,TORONTO,39,34,561,369,748,2
2020-06-05,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-05,5183,Huron Perth,0,6,0,0,4,0
2020-06-06,2226,ALGOMA,0,1,0,0,0,0
2020-06-06,2227,BRANT,1,2,28,29,23,0
2020-06-06,2230,DURHAM,3,12,24,7,129,0
2020-06-06,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-06,2234,HALDIMAND-NORFOLK,3,3,0,4,0,0
2020-06-06,2235,HALIBURTON KAWARTHA PR,0,4,0,1,29,0
2020-06-06,2236,HALTON,0,11,1,0,0,0
2020-06-06,2237,HAMILTON,0,13,0,1,6,0
2020-06-06,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-06,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-06,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-06,2242,LAMBTON,1,3,9,7,9,0
2020-06-06,2243,"LEEDS,GRENVILLE,LANARK",2,3,1,3,36,0
2020-06-06,2244,MIDDLESEX-LONDON,2,8,1,3,9,1
2020-06-06,2246,NIAGARA,2,9,2,0,21,0
2020-06-06,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-06,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-06,2251,OTTAWA,8,8,31,59,215,3
2020-06-06,2253,PEEL,6,12,67,67,164,1
2020-06-06,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-06,2256,PORCUPINE,0,3,0,0,0,0
2020-06-06,2257,RENFREW,0,2,0,0,0,0
2020-06-06,2258,EASTERN ONTARIO,1,5,0,1,11,0
2020-06-06,2260,SIMCOE-MUSKOKA,1,5,0,2,24,0
2020-06-06,2261,SUDBURY,0,8,0,0,1,0
2020-06-06,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-06,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-06,2265,WATERLOO,2,16,61,36,78,0
2020-06-06,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-06,2268,WINDSOR-ESSEX,2,11,21,2,44,0
2020-06-06,2270,YORK REGION,7,10,104,74,144,0
2020-06-06,3895,TORONTO,35,38,529,356,750,2
2020-06-06,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-06,5183,Huron Perth,0,6,0,0,4,0
2020-06-07,2226,ALGOMA,0,1,0,0,0,0
2020-06-07,2227,BRANT,1,2,28,29,23,0
2020-06-07,2230,DURHAM,3,12,24,7,129,0
2020-06-07,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-07,2234,HALDIMAND-NORFOLK,3,3,0,4,0,0
2020-06-07,2235,HALIBURTON KAWARTHA PR,0,4,0,1,29,0
2020-06-07,2236,HALTON,0,11,1,0,0,0
2020-06-07,2237,HAMILTON,0,13,0,1,6,0
2020-06-07,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-07,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-07,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-07,2242,LAMBTON,1,3,9,7,9,0
2020-06-07,2243,"LEEDS,GRENVILLE,LANARK",2,3,1,3,36,0
2020-06-07,2244,MIDDLESEX-LONDON,2,8,1,3,9,1
2020-06-07,2246,NIAGARA,2,9,2,0,21,0
2020-06-07,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-07,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-07,2251,OTTAWA,8,8,31,59,215,3
2020-06-07,2253,PEEL,7,12,67,68,164,1
2020-06-07,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-07,2256,PORCUPINE,0,3,0,0,0,0
2020-06-07,2257,RENFREW,0,2,0,0,0,0
2020-06-07,2258,EASTERN ONTARIO,1,5,0,1,11,0
2020-06-07,2260,SIMCOE-MUSKOKA,1,5,0,2,24,0
2020-06-07,2261,SUDBURY,0,8,0,0,1,0
2020-06-07,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-07,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-07,2265,WATERLOO,2,16,61,36,78,0
2020-06-07,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-07,2268,WINDSOR-ESSEX,2,11,21,2,44,0
2020-06-07,2270,YORK REGION,7,10,104,74,144,0
2020-06-07,3895,TORONTO,35,38,529,356,751,2
2020-06-07,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-07,5183,Huron Perth,0,6,0,0,4,0
2020-06-08,2226,ALGOMA,0,1,0,0,0,0
2020-06-08,2227,BRANT,1,2,28,29,23,0
2020-06-08,2230,DURHAM,3,12,24,7,129,0
2020-06-08,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-08,2234,HALDIMAND-NORFOLK,3,3,0,4,0,0
2020-06-08,2235,HALIBURTON KAWARTHA PR,0,4,0,1,29,0
2020-06-08,2236,HALTON,0,11,1,0,0,0
2020-06-08,2237,HAMILTON,0,13,0,1,6,0
2020-06-08,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-08,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-08,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-08,2242,LAMBTON,1,3,8,9,10,0
2020-06-08,2243,"LEEDS,GRENVILLE,LANARK",2,3,1,3,36,0
2020-06-08,2244,MIDDLESEX-LONDON,2,8,1,3,9,1
2020-06-08,2246,NIAGARA,2,9,2,1,21,0
2020-06-08,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-08,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-08,2251,OTTAWA,8,8,28,59,216,3
2020-06-08,2253,PEEL,7,12,66,64,169,1
2020-06-08,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-08,2256,PORCUPINE,0,3,0,0,0,0
2020-06-08,2257,RENFREW,0,2,0,0,0,0
2020-06-08,2258,EASTERN ONTARIO,1,5,0,1,11,0
2020-06-08,2260,SIMCOE-MUSKOKA,1,5,0,2,24,0
2020-06-08,2261,SUDBURY,0,8,0,0,1,0
2020-06-08,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-08,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-08,2265,WATERLOO,2,16,61,36,78,0
2020-06-08,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-08,2268,WINDSOR-ESSEX,1,12,2,2,44,0
2020-06-08,2270,YORK REGION,5,12,98,66,145,0
2020-06-08,3895,TORONTO,33,40,491,343,761,2
2020-06-08,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-08,5183,Huron Perth,0,6,0,0,4,0
2020-06-09,2226,ALGOMA,0,1,0,0,0,0
2020-06-09,2227,BRANT,1,2,28,29,23,0
2020-06-09,2230,DURHAM,3,12,22,8,130,0
2020-06-09,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-09,2234,HALDIMAND-NORFOLK,2,4,0,2,0,0
2020-06-09,2235,HALIBURTON KAWARTHA PR,0,4,2,0,29,0
2020-06-09,2236,HALTON,0,11,1,0,0,0
2020-06-09,2237,HAMILTON,0,13,0,1,6,0
2020-06-09,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-09,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-09,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-09,2242,LAMBTON,1,3,3,5,10,0
2020-06-09,2243,"LEEDS,GRENVILLE,LANARK",2,3,1,3,36,0
2020-06-09,2244,MIDDLESEX-LONDON,1,9,1,2,9,1
2020-06-09,2246,NIAGARA,2,9,2,1,21,0
2020-06-09,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-09,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-09,2251,OTTAWA,7,9,27,61,217,3
2020-06-09,2253,PEEL,6,13,61,56,170,1
2020-06-09,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-09,2256,PORCUPINE,0,3,0,0,0,0
2020-06-09,2257,RENFREW,0,2,0,0,0,0
2020-06-09,2258,EASTERN ONTARIO,1,5,0,1,11,0
2020-06-09,2260,SIMCOE-MUSKOKA,2,5,0,3,24,0
2020-06-09,2261,SUDBURY,0,8,0,0,1,0
2020-06-09,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-09,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-09,2265,WATERLOO,2,16,61,36,78,0
2020-06-09,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-09,2268,WINDSOR-ESSEX,2,11,2,4,44,0
2020-06-09,2270,YORK REGION,3,14,98,64,145,0
2020-06-09,3895,TORONTO,32,41,463,342,786,2
2020-06-09,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-09,5183,Huron Perth,0,6,0,0,4,0
2020-06-10,2226,ALGOMA,0,1,0,0,0,0
2020-06-10,2227,BRANT,1,2,28,29,23,0
2020-06-10,2230,DURHAM,3,12,22,7,130,0
2020-06-10,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-10,2234,HALDIMAND-NORFOLK,2,4,0,2,0,0
2020-06-10,2235,HALIBURTON KAWARTHA PR,0,4,2,0,29,0
2020-06-10,2236,HALTON,1,11,1,1,0,0
2020-06-10,2237,HAMILTON,0,13,0,1,6,0
2020-06-10,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-10,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-10,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-10,2242,LAMBTON,1,3,2,5,10,0
2020-06-10,2243,"LEEDS,GRENVILLE,LANARK",2,3,0,0,38,0
2020-06-10,2244,MIDDLESEX-LONDON,1,9,0,1,9,1
2020-06-10,2246,NIAGARA,2,9,1,1,21,0
2020-06-10,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-10,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-10,2251,OTTAWA,6,10,22,52,217,3
2020-06-10,2253,PEEL,5,14,59,52,171,1
2020-06-10,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-10,2256,PORCUPINE,0,3,0,0,0,0
2020-06-10,2257,RENFREW,0,2,0,0,0,0
2020-06-10,2258,EASTERN ONTARIO,1,5,0,1,11,0
2020-06-10,2260,SIMCOE-MUSKOKA,2,5,0,3,24,0
2020-06-10,2261,SUDBURY,0,8,0,0,1,0
2020-06-10,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-10,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-10,2265,WATERLOO,2,16,61,36,78,0
2020-06-10,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-10,2268,WINDSOR-ESSEX,1,12,1,2,44,0
2020-06-10,2270,YORK REGION,3,14,66,65,148,0
2020-06-10,3895,TORONTO,31,42,413,320,786,2
2020-06-10,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-10,5183,Huron Perth,0,6,0,0,4,0
2020-06-11,2226,ALGOMA,0,1,0,0,0,0
2020-06-11,2227,BRANT,1,2,2,0,23,0
2020-06-11,2230,DURHAM,2,13,22,7,130,0
2020-06-11,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-11,2234,HALDIMAND-NORFOLK,2,4,0,2,0,0
2020-06-11,2235,HALIBURTON KAWARTHA PR,0,4,2,0,29,0
2020-06-11,2236,HALTON,1,11,1,1,0,0
2020-06-11,2237,HAMILTON,0,13,0,1,6,0
2020-06-11,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-11,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-11,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-11,2242,LAMBTON,1,3,2,5,10,0
2020-06-11,2243,"LEEDS,GRENVILLE,LANARK",2,3,0,0,38,0
2020-06-11,2244,MIDDLESEX-LONDON,1,9,0,1,9,1
2020-06-11,2246,NIAGARA,2,9,1,1,21,0
2020-06-11,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-11,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-11,2251,OTTAWA,6,10,22,53,217,3
2020-06-11,2253,PEEL,4,15,31,31,171,1
2020-06-11,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-11,2256,PORCUPINE,0,3,0,0,0,0
2020-06-11,2257,RENFREW,0,2,0,0,0,0
2020-06-11,2258,EASTERN ONTARIO,1,5,0,1,11,0
2020-06-11,2260,SIMCOE-MUSKOKA,2,5,0,1,24,0
2020-06-11,2261,SUDBURY,0,8,0,0,1,0
2020-06-11,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-11,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-11,2265,WATERLOO,2,16,61,36,78,0
2020-06-11,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-11,2268,WINDSOR-ESSEX,1,12,1,2,44,0
2020-06-11,2270,YORK REGION,3,14,54,61,149,0
2020-06-11,3895,TORONTO,31,43,407,328,789,2
2020-06-11,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-11,5183,Huron Perth,0,6,0,0,4,0
2020-06-12,2226,ALGOMA,0,1,0,0,0,0
2020-06-12,2227,BRANT,1,2,2,0,23,0
2020-06-12,2230,DURHAM,2,13,21,7,130,0
2020-06-12,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-12,2234,HALDIMAND-NORFOLK,2,4,0,2,0,0
2020-06-12,2235,HALIBURTON KAWARTHA PR,0,4,2,0,29,0
2020-06-12,2236,HALTON,1,11,1,1,0,0
2020-06-12,2237,HAMILTON,0,13,0,1,6,0
2020-06-12,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-12,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-12,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-12,2242,LAMBTON,1,3,2,5,10,0
2020-06-12,2243,"LEEDS,GRENVILLE,LANARK",2,3,0,1,38,0
2020-06-12,2244,MIDDLESEX-LONDON,1,9,0,1,9,1
2020-06-12,2246,NIAGARA,2,9,1,1,21,0
2020-06-12,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-12,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-12,2251,OTTAWA,6,10,13,36,217,3
2020-06-12,2253,PEEL,5,15,33,30,171,1
2020-06-12,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-12,2256,PORCUPINE,0,3,0,0,0,0
2020-06-12,2257,RENFREW,0,2,0,0,0,0
2020-06-12,2258,EASTERN ONTARIO,2,4,0,2,11,0
2020-06-12,2260,SIMCOE-MUSKOKA,2,5,0,3,24,0
2020-06-12,2261,SUDBURY,0,8,0,0,1,0
2020-06-12,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-12,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-12,2265,WATERLOO,2,16,62,36,78,0
2020-06-12,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-12,2268,WINDSOR-ESSEX,1,12,1,2,44,0
2020-06-12,2270,YORK REGION,3,14,31,65,149,0
2020-06-12,3895,TORONTO,29,46,365,298,799,2
2020-06-12,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-12,5183,Huron Perth,0,6,0,0,4,0
2020-06-13,2226,ALGOMA,0,1,0,0,0,0
2020-06-13,2227,BRANT,1,2,2,0,23,0
2020-06-13,2230,DURHAM,2,13,21,7,130,0
2020-06-13,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-13,2234,HALDIMAND-NORFOLK,2,4,0,2,0,0
2020-06-13,2235,HALIBURTON KAWARTHA PR,1,3,2,1,29,0
2020-06-13,2236,HALTON,1,11,1,1,0,0
2020-06-13,2237,HAMILTON,0,13,0,1,6,0
2020-06-13,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-13,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-13,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-13,2242,LAMBTON,1,3,2,5,10,0
2020-06-13,2243,"LEEDS,GRENVILLE,LANARK",2,3,0,1,38,0
2020-06-13,2244,MIDDLESEX-LONDON,1,9,0,1,9,1
2020-06-13,2246,NIAGARA,2,9,1,1,21,0
2020-06-13,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-13,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-13,2251,OTTAWA,7,9,13,37,217,3
2020-06-13,2253,PEEL,6,15,33,31,171,1
2020-06-13,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-13,2256,PORCUPINE,0,3,0,0,0,0
2020-06-13,2257,RENFREW,0,2,0,0,0,0
2020-06-13,2258,EASTERN ONTARIO,2,4,0,2,11,0
2020-06-13,2260,SIMCOE-MUSKOKA,2,5,0,3,24,0
2020-06-13,2261,SUDBURY,0,8,0,0,1,0
2020-06-13,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-13,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-13,2265,WATERLOO,2,16,62,36,78,0
2020-06-13,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-13,2268,WINDSOR-ESSEX,1,12,1,2,44,0
2020-06-13,2270,YORK REGION,3,14,31,65,149,0
2020-06-13,3895,TORONTO,30,46,350,299,800,2
2020-06-13,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-13,5183,Huron Perth,0,6,0,0,4,0
2020-06-14,2226,ALGOMA,0,1,0,0,0,0
2020-06-14,2227,BRANT,1,2,2,0,23,0
2020-06-14,2230,DURHAM,2,13,21,7,130,0
2020-06-14,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-14,2234,HALDIMAND-NORFOLK,3,3,0,3,0,0
2020-06-14,2235,HALIBURTON KAWARTHA PR,1,3,2,1,29,0
2020-06-14,2236,HALTON,1,11,1,1,0,0
2020-06-14,2237,HAMILTON,0,13,0,1,6,0
2020-06-14,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-14,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-14,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-14,2242,LAMBTON,1,3,2,5,10,0
2020-06-14,2243,"LEEDS,GRENVILLE,LANARK",2,3,0,1,38,0
2020-06-14,2244,MIDDLESEX-LONDON,1,9,0,1,9,1
2020-06-14,2246,NIAGARA,2,9,1,1,21,0
2020-06-14,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-14,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-14,2251,OTTAWA,7,9,13,37,217,3
2020-06-14,2253,PEEL,6,15,28,23,171,1
2020-06-14,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-14,2256,PORCUPINE,0,3,0,0,0,0
2020-06-14,2257,RENFREW,0,2,0,0,0,0
2020-06-14,2258,EASTERN ONTARIO,2,4,0,2,11,0
2020-06-14,2260,SIMCOE-MUSKOKA,2,5,0,3,24,0
2020-06-14,2261,SUDBURY,0,8,0,0,1,0
2020-06-14,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-14,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-14,2265,WATERLOO,2,16,62,36,78,0
2020-06-14,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-14,2268,WINDSOR-ESSEX,1,12,1,2,44,0
2020-06-14,2270,YORK REGION,3,14,31,65,149,0
2020-06-14,3895,TORONTO,31,45,321,275,805,2
2020-06-14,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-14,5183,Huron Perth,0,6,0,0,4,0
2020-06-15,2226,ALGOMA,0,1,0,0,0,0
2020-06-15,2227,BRANT,1,2,1,1,23,0
2020-06-15,2230,DURHAM,1,14,9,3,131,0
2020-06-15,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-15,2234,HALDIMAND-NORFOLK,3,3,0,3,0,0
2020-06-15,2235,HALIBURTON KAWARTHA PR,1,3,1,1,29,0
2020-06-15,2236,HALTON,1,11,1,1,0,0
2020-06-15,2237,HAMILTON,0,13,0,1,6,0
2020-06-15,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-15,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-15,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-15,2242,LAMBTON,1,3,2,5,10,0
2020-06-15,2243,"LEEDS,GRENVILLE,LANARK",2,3,0,1,38,0
2020-06-15,2244,MIDDLESEX-LONDON,1,9,0,1,9,1
2020-06-15,2246,NIAGARA,1,10,1,1,21,0
2020-06-15,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-15,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-15,2251,OTTAWA,6,10,14,35,217,3
2020-06-15,2253,PEEL,7,15,26,24,172,1
2020-06-15,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-15,2256,PORCUPINE,0,3,0,0,0,0
2020-06-15,2257,RENFREW,0,2,0,0,0,0
2020-06-15,2258,EASTERN ONTARIO,2,4,4,2,11,0
2020-06-15,2260,SIMCOE-MUSKOKA,2,5,0,3,24,0
2020-06-15,2261,SUDBURY,0,8,0,0,1,0
2020-06-15,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-15,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-15,2265,WATERLOO,2,16,62,36,78,0
2020-06-15,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-15,2268,WINDSOR-ESSEX,2,12,1,3,44,0
2020-06-15,2270,YORK REGION,3,14,31,65,149,0
2020-06-15,3895,TORONTO,30,46,300,273,805,2
2020-06-15,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-15,5183,Huron Perth,0,6,0,0,4,0
2020-06-16,2226,ALGOMA,0,1,0,0,0,0
2020-06-16,2227,BRANT,1,2,1,1,23,0
2020-06-16,2230,DURHAM,1,14,9,3,131,0
2020-06-16,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-16,2234,HALDIMAND-NORFOLK,3,3,0,3,0,0
2020-06-16,2235,HALIBURTON KAWARTHA PR,2,2,2,1,29,0
2020-06-16,2236,HALTON,1,11,1,1,0,0
2020-06-16,2237,HAMILTON,0,13,0,1,6,0
2020-06-16,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-16,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-16,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-16,2242,LAMBTON,1,3,2,5,10,0
2020-06-16,2243,"LEEDS,GRENVILLE,LANARK",2,3,0,1,38,0
2020-06-16,2244,MIDDLESEX-LONDON,1,9,0,1,9,1
2020-06-16,2246,NIAGARA,1,10,1,1,21,0
2020-06-16,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-16,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-16,2251,OTTAWA,7,10,14,12,217,3
2020-06-16,2253,PEEL,8,14,26,25,172,1
2020-06-16,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-16,2256,PORCUPINE,0,3,0,0,0,0
2020-06-16,2257,RENFREW,0,2,0,0,0,0
2020-06-16,2258,EASTERN ONTARIO,2,4,4,2,11,0
2020-06-16,2260,SIMCOE-MUSKOKA,2,5,0,3,24,0
2020-06-16,2261,SUDBURY,0,8,0,0,1,0
2020-06-16,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-16,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-16,2265,WATERLOO,2,16,62,36,78,0
2020-06-16,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-16,2268,WINDSOR-ESSEX,2,12,1,3,44,0
2020-06-16,2270,YORK REGION,3,14,31,65,149,0
2020-06-16,3895,TORONTO,28,49,222,259,809,2
2020-06-16,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-16,5183,Huron Perth,0,6,0,0,4,0
2020-06-17,2226,ALGOMA,0,1,0,0,0,0
2020-06-17,2227,BRANT,1,2,1,1,23,0
2020-06-17,2230,DURHAM,1,14,9,3,131,0
2020-06-17,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-17,2234,HALDIMAND-NORFOLK,3,3,0,3,0,0
2020-06-17,2235,HALIBURTON KAWARTHA PR,2,2,2,1,29,0
2020-06-17,2236,HALTON,1,11,1,2,0,0
2020-06-17,2237,HAMILTON,0,13,0,1,6,0
2020-06-17,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-17,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-17,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-17,2242,LAMBTON,1,3,2,6,10,0
2020-06-17,2243,"LEEDS,GRENVILLE,LANARK",1,4,1,1,35,0
2020-06-17,2244,MIDDLESEX-LONDON,2,8,1,1,9,1
2020-06-17,2246,NIAGARA,1,10,1,1,21,0
2020-06-17,2247,NORTH BAY-PARRY SOUND,0,2,0,0,0,0
2020-06-17,2249,NORTHWESTERN,0,0,0,0,0,0
2020-06-17,2251,OTTAWA,7,10,10,16,217,3
2020-06-17,2253,PEEL,8,14,26,25,172,1
2020-06-17,2255,PETERBOROUGH,0,3,0,0,1,0
2020-06-17,2256,PORCUPINE,0,3,0,0,0,0
2020-06-17,2257,RENFREW,0,2,0,0,0,0
2020-06-17,2258,EASTERN ONTARIO,1,5,4,1,11,0
2020-06-17,2260,SIMCOE-MUSKOKA,2,5,0,3,24,0
2020-06-17,2261,SUDBURY,0,8,0,0,1,0
2020-06-17,2262,THUNDER BAY,0,1,0,0,0,0
2020-06-17,2263,TIMISKAMING,0,2,0,0,0,0
2020-06-17,2265,WATERLOO,2,16,62,36,78,0
2020-06-17,2266,WELLINGTON-DUFFERIN-GUELPH,0,8,0,0,18,0
2020-06-17,2268,WINDSOR-ESSEX,2,12,1,3,44,0
2020-06-17,2270,YORK REGION,3,14,31,64,149,0
2020-06-17,3895,TORONTO,28,49,182,254,811,2
2020-06-17,4913,SOUTH WEST,1,1,0,7,0,0
2020-06-17,5183,Huron Perth,0,6,0,1,4,0
2020-06-18,2226,ALGOMA,0,1,0,0,0,0
2020-06-18,2227,BRANT,1,2,1,1,23,0
2020-06-18,2230,DURHAM,2,13,2,5,132,0
2020-06-18,2233,GREY-BRUCE,0,4,0,1,0,0
2020-06-18,2234,HALDIMAND-NORFOLK,2,4,0,2,0,0
2020-06-18,2235,HALIBURTON KAWARTHA PR,2,2,2,3,29,0
2020-06-18,2236,HALTON,1,11,1,2,0,0
2020-06-18,2237,HAMILTON,0,13,0,1,6,0
2020-06-18,2238,HASTINGS PRINCE EDWARD,0,5,5,3,3,0
2020-06-18,2240,CHATHAM-KENT,0,0,0,1,0,0
2020-06-18,2241,KINGSTON FRONTENAC L & A,0,1,0,0,0,0
2020-06-18,2242,LAMBTON,1,3,2,6,10,0
2020-06-18,2243,"LEEDS,GRENVILLE,LANARK",1,4,1,1,35,0
2020-06-18,2244,MIDDLESEX-LONDON,2,8,1,1,9,1
